Id,Season,Week,SeasonType,StartDate,StartTimeTBD,Completed,NeutralSite,ConferenceGame,Attendance,VenueId,Venue,HomeId,HomeTeam,HomeClassification,HomeConference,HomePoints,1stQuarterPoints,2ndQuarterPoints,3rdQuarterPoints,4thQuarterPoints,HomePostgameWinProbability,HomePregameElo,HomePostgameElo,AwayId,AwayTeam,AwayClassification,AwayConference,AwayPoints,AwayLineScores[0],AwayLineScores[1],AwayLineScores[2],AwayLineScores[3],AwayPostgameWinProbability,AwayPregameElo,AwayPostgameElo,ExcitementIndex,Highlights,Notes,FirstDowns,3rdDownEfficiency,4thDownEfficiency,TotalYards,Passing,CompAtt,YardsPerPass,Rushing,RushingAtt,YardsPerRush,Penalties,Interceptions,Fumbles,Turnovers Total
400763536,2015,6,regular,2015-10-10T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,89886,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,21,0,14,0,7,0.009590999702,1705,1708,275,Wisconsin,fbs,Big Ten,23,0,7,3,13,0.9904090003,1815,1812,9.068531351,,,,,,,,,,,,,,,,0
400763543,2015,7,regular,2015-10-17T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,54062,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,25,7,7,0,11,0.007126734002,1602,1554,158,Nebraska,fbs,Big Ten,48,14,10,7,17,0.992873266,1708,1756,3.267119883,,,,,,,,,,,,,,,,0
400763550,2015,8,regular,2015-10-24T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,89493,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,28,5,7,7,9,0.09978114022,1756,1736,77,Northwestern,fbs,Big Ten,30,7,10,3,10,0.9002188598,1469,1489,9.149280353,,,,,,,,,,,,,,,,0
400763555,2015,9,regular,2015-10-31T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,31351,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,55,7,14,21,13,0.7062558558,1273,1328,158,Nebraska,fbs,Big Ten,45,3,6,7,29,0.2937441442,1736,1681,5.759449853,,,,,,,,,,,,,,,,0
400763560,2015,10,regular,2015-11-08T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,90094,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,39,10,3,7,19,0.5734011293,1681,1687,127,Michigan State,fbs,Big Ten,38,3,14,14,7,0.4265988707,1856,1850,6.292822713,,,,,,,,,,,,,,,,0
400763569,2015,11,regular,2015-11-14T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,45606,3754,High Point Solutions Stadium,164,Rutgers,fbs,Big Ten,14,0,7,7,0,0.01368184006,1305,1301,158,Nebraska,fbs,Big Ten,31,14,7,7,3,0.9863181599,1687,1691,2.074275793,,,,,,,,,,,,,,,,0
400763576,2015,13,regular,2015-11-27T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,90830,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,20,0,10,7,3,0.4255431587,1691,1679,2294,Iowa,fbs,Big Ten,28,0,14,14,0,0.5744568413,1739,1751,5.782158807,,,,,,,,,,,,,,,,0
400852720,2015,17,postseason,2015-12-27T02:15:00.000Z,FALSE,TRUE,TRUE,FALSE,33527,4738,Levi's Stadium,158,Nebraska,fbs,Big Ten,37,7,14,9,7,0.9917533226,1679,1702,26,UCLA,fbs,Pac-12,29,7,14,0,8,0.00824667741,1745,1722,5.647564693,,FOSTER FARMS BOWL,,,,,,,,,,,,,,0
400547968,2014,1,regular,2014-08-30T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,91441,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,55,14,17,17,7,0.9999549731,1599,1720,2226,Florida Atlantic,fbs,Conference USA,7,7,0,0,0,0.00004502694265,1425,1304,2.363228403,,,,,,,,,,,,,,,,0
400547969,2014,2,regular,2014-09-06T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,91082,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,31,14,7,3,7,0.2674617488,,,2377,McNeese,fcs,Southland,24,7,7,0,10,0.7325382512,,,3.376077324,,,,,,,,,,,,,,,,0
400547970,2014,3,regular,2014-09-14T02:30:00.000Z,FALSE,TRUE,FALSE,FALSE,41031,3660,Valley Children's Stadium,278,Fresno State,fbs,Mountain West,19,2,3,7,7,0.004197955966,1419,1353,158,Nebraska,fbs,Big Ten,55,14,13,14,14,0.995802044,1720,1786,1.612203108,,,,,,,,,,,,,,,,0
400547789,2014,4,regular,2014-09-21T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,91585,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,41,7,10,14,10,0.9025848394,1786,1788,2390,Miami,fbs,ACC,31,7,7,7,10,0.09741516064,1561,1559,5.121806611,,,,,,,,,,,,,,,,0
400547908,2014,5,regular,2014-09-28T01:00:00.000Z,FALSE,TRUE,FALSE,TRUE,91255,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,45,7,24,7,7,0.9999910371,1788,1826,356,Illinois,fbs,Big Ten,14,7,7,0,0,0.000008962850968,1394,1356,1.15260679,,,,,,,,,,,,,,,,0
400547956,2014,6,regular,2014-10-05T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,75923,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,27,7,10,10,0,0.9454788117,1877,1880,158,Nebraska,fbs,Big Ten,22,0,0,3,19,0.05452118833,1826,1823,2.885415597,,,,,,,,,,,,,,,,0
400547971,2014,8,regular,2014-10-18T23:30:00.000Z,FALSE,TRUE,FALSE,TRUE,47330,3911,Ryan Field,77,Northwestern,fbs,Big Ten,17,7,10,0,0,0.004960515171,1593,1564,158,Nebraska,fbs,Big Ten,38,0,14,7,17,0.9950394848,1823,1852,5.751514627,,,,,,,,,,,,,,,,0
400547972,2014,9,regular,2014-10-25T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,91088,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,42,7,14,14,7,0.9993695778,1852,1856,164,Rutgers,fbs,Big Ten,24,7,0,10,7,0.0006304222156,1456,1452,1.564077224,,,,,,,,,,,,,,,,0
400547973,2014,10,regular,2014-11-01T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,91107,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,35,7,14,7,7,0.951013363,1856,1853,2509,Purdue,fbs,Big Ten,14,0,7,0,7,0.04898663695,1300,1303,1.175392727,,,,,,,,,,,,,,,,0
400547974,2014,12,regular,2014-11-15T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,80539,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,59,3,21,28,7,0.9999227234,1989,2069,158,Nebraska,fbs,Big Ten,24,10,7,0,7,0.00007727661423,1853,1773,4.488927722,,,,,,,,,,,,,,,,0
400547966,2014,13,regular,2014-11-22T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,91186,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,24,7,14,3,0,0.2690531778,1773,1762,135,Minnesota,fbs,Big Ten,28,7,0,14,7,0.7309468222,1710,1721,5.184009999,,,,,,,,,,,,,,,,0
400547935,2014,14,regular,2014-11-28T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,66897,3793,Kinnick Stadium,2294,Iowa,fbs,Big Ten,34,0,10,14,7,0.1014620665,1645,1647,158,Nebraska,fbs,Big Ten,37,0,7,7,17,0.8985379335,1762,1760,9.164179817,,,,,,,,,,,,,,,,0
400610220,2014,17,postseason,2014-12-28T01:00:00.000Z,FALSE,TRUE,TRUE,FALSE,55789,3932,Qualcomm Stadium,30,USC,fbs,Pac-12,45,10,14,21,0,0.2341829393,1869,1870,158,Nebraska,fbs,Big Ten,42,17,0,17,8,0.7658170607,1760,1759,6.762460592,,NATIONAL UNIVERSITY HOLIDAY BOWL,,,,,,,,,,,,,,0
332430158,2013,1,regular,2013-09-01T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,91185,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,37,10,7,14,6,0.9386880761,1613,1611,2751,Wyoming,fbs,Mountain West,34,7,7,7,13,0.06131192388,1385,1387,,,,,,,,,,,,,,,,,0
332500158,2013,2,regular,2013-09-07T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,90466,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,56,21,14,14,7,0.9900009847,1611,1691,2572,Southern Miss,fbs,Conference USA,13,3,3,7,0,0.009999015347,1263,1183,,,,,,,,,,,,,,,,,0
332570158,2013,3,regular,2013-09-14T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,91471,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,21,14,7,0,0,0.4206265702,1691,1643,26,UCLA,fbs,Pac-12,41,3,7,28,3,0.5793734298,1717,1765,,,,,,,,,,,,,,,,,0
332640158,2013,4,regular,2013-09-21T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,90614,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,59,14,24,14,7,0.9812716509,,,2571,South Dakota State,fcs,MVFC,20,17,0,0,3,0.01872834913,,,,,,,,,,,,,,,,,,,0
332780158,2013,6,regular,2013-10-05T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,90458,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,39,14,9,13,3,0.9549898272,1643,1673,356,Illinois,fbs,Big Ten,19,0,5,7,7,0.04501017282,1480,1450,,,,,,,,,,,,,,,,,0
332852509,2013,7,regular,2013-10-12T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,47203,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,7,0,0,0,7,0.03259365414,1286,1228,158,Nebraska,fbs,Big Ten,44,14,7,9,14,0.9674063459,1673,1731,,,,,,,,,,,,,,,,,0
332990135,2013,9,regular,2013-10-26T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,49995,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,34,7,10,10,7,0.7922340337,1478,1519,158,Nebraska,fbs,Big Ten,23,10,3,7,3,0.2077659663,1731,1690,,,,,,,,,,,,,,,,,0
333060158,2013,10,regular,2013-11-02T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,91140,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,27,7,7,7,6,0.8961812518,1690,1690,77,Northwestern,fbs,Big Ten,24,14,7,0,3,0.1038187482,1618,1618,,,,,,,,,,,,,,,,,0
333130130,2013,11,regular,2013-11-09T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,112204,3558,Michigan Stadium,130,Michigan,fbs,Big Ten,13,0,3,7,3,0.3730705074,1797,1783,158,Nebraska,fbs,Big Ten,17,10,0,0,7,0.6269294926,1690,1704,,,,,,,,,,,,,,,,,0
333200158,2013,12,regular,2013-11-16T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,90872,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,28,7,0,14,7,0.5299238754,1704,1688,127,Michigan State,fbs,Big Ten,41,10,10,7,14,0.4700761246,1841,1857,,,,,,,,,,,,,,,,,0
333270213,2013,13,regular,2013-11-23T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,98517,3632,Beaver Stadium,213,Penn State,fbs,Big Ten,20,6,0,7,7,0.3874364984,1557,1560,158,Nebraska,fbs,Big Ten,23,0,7,10,3,0.6125635016,1688,1685,,,,,,,,,,,,,,,,,0
333330158,2013,14,regular,2013-11-29T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,91260,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,17,0,3,7,7,0.7486354294,1685,1629,2294,Iowa,fbs,Big Ten,38,7,7,10,14,0.2513645706,1666,1722,,,,,,,,,,,,,,,,,0
340010061,2013,17,postseason,2014-01-01T17:00:00.000Z,FALSE,TRUE,TRUE,FALSE,60712,,,61,Georgia,fbs,SEC,19,0,9,3,7,0.9092153102,1890,1870,158,Nebraska,fbs,Big Ten,24,0,10,14,0,0.09078468982,1629,1649,,,TAXSLAYER.com GATOR BOWL,,,,,,,,,,,,,,0
322450158,2012,1,regular,2012-09-01T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,85425,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,49,14,14,14,7,0.9344002092,1619,1709,2572,Southern Miss,fbs,Conference USA,20,7,10,0,3,0.06559979083,1719,1629,,,,,,,,,,,,,,,,,0
322520026,2012,2,regular,2012-09-08T23:50:00.000Z,FALSE,TRUE,FALSE,FALSE,71530,1056,Rose Bowl,26,UCLA,fbs,Pac-12,36,7,17,3,9,0.976168863,1464,1484,158,Nebraska,fbs,Big Ten,30,14,10,3,3,0.02383113701,1709,1689,,,,,,,,,,,,,,,,,0
322590158,2012,3,regular,2012-09-15T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,85290,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,42,14,14,0,14,0.9811119249,1689,1744,2032,Arkansas State,fbs,Sun Belt,13,0,3,10,0,0.01888807508,1507,1452,,,,,,,,,,,,,,,,,0
322660158,2012,4,regular,2012-09-22T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,84923,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,73,35,10,21,7,0.999842658,,,304,Idaho State,fcs,Big Sky,7,0,0,0,7,0.0001573419683,,,,,,,,,,,,,,,,,,,0
322730158,2012,5,regular,2012-09-30T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,85962,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,30,3,7,17,3,0.9343338036,1744,1747,275,Wisconsin,fbs,Big Ten,27,14,6,7,0,0.06566619638,1875,1872,,,,,,,,,,,,,,,,,0
322800194,2012,6,regular,2012-10-07T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,106102,3861,Ohio Stadium,194,Ohio State,fbs,Big Ten,63,7,28,14,14,0.9622996235,1765,1826,158,Nebraska,fbs,Big Ten,38,14,10,7,7,0.03770037655,1747,1686,,,,,,,,,,,,,,,,,0
322940077,2012,8,regular,2012-10-20T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,47330,3911,Ryan Field,77,Northwestern,fbs,Big Ten,28,7,7,7,7,0.1790529464,1548,1553,158,Nebraska,fbs,Big Ten,29,3,7,6,13,0.8209470536,1686,1681,,,,,,,,,,,,,,,,,0
323010158,2012,9,regular,2012-10-28T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,86160,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,23,0,7,9,7,0.9556696344,1681,1729,130,Michigan,fbs,Big Ten,9,0,6,3,0,0.04433036558,1891,1843,,,,,,,,,,,,,,,,,0
323080127,2012,10,regular,2012-11-03T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,73522,3936,Spartan Stadium,127,Michigan State,fbs,Big Ten,24,7,7,3,7,0.4770201516,1714,1709,158,Nebraska,fbs,Big Ten,28,7,7,0,14,0.5229798484,1729,1734,,,,,,,,,,,,,,,,,0
323150158,2012,11,regular,2012-11-10T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,85527,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,32,3,3,14,12,0.8715258799,1734,1749,213,Penn State,fbs,Big Ten,23,7,13,3,0,0.1284741201,1742,1727,,,,,,,,,,,,,,,,,0
323220158,2012,12,regular,2012-11-17T20:30:00.000Z,FALSE,TRUE,FALSE,TRUE,85330,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,38,10,14,14,0,0.9998785831,1749,1772,135,Minnesota,fbs,Big Ten,14,0,0,0,14,0.0001214168584,1404,1381,,,,,,,,,,,,,,,,,0
323282294,2012,13,regular,2012-11-23T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,69805,3793,Kinnick Stadium,2294,Iowa,fbs,Big Ten,7,7,0,0,0,0.3021932372,1485,1494,158,Nebraska,fbs,Big Ten,13,3,0,10,0,0.6978067628,1772,1763,,,,,,,,,,,,,,,,,0
323360275,2012,14,regular,2012-12-02T01:17:00.000Z,FALSE,TRUE,TRUE,TRUE,41260,,,275,Wisconsin,fbs,Big Ten,70,21,21,21,7,0.9993716082,1933,2031,158,Nebraska,fbs,Big Ten,31,10,0,7,14,0.0006283917707,1763,1665,,,,,,,,,,,,,,,,,0
330010158,2012,17,postseason,2013-01-01T18:00:00.000Z,FALSE,TRUE,TRUE,FALSE,59712,,,158,Nebraska,fbs,Big Ten,31,14,10,7,0,0.845906894,1665,1670,61,Georgia,fbs,SEC,45,16,7,8,14,0.154093106,2010,2005,,,CAPITAL ONE BOWL,,,,,,,,,,,,,,0
312460158,2011,1,regular,2011-09-03T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,84883,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,40,10,13,17,0,0.8575256741,,,236,Chattanooga,fcs,Southern,7,0,0,7,0,0.1424743259,,,,,,,,,,,,,,,,,,,0
312530158,2011,2,regular,2011-09-10T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,85101,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,42,7,7,7,21,0.7086596874,1722,1722,278,Fresno State,fbs,Western Athletic,29,14,3,3,9,0.2913403126,1393,1393,,,,,,,,,,,,,,,,,0
312600158,2011,3,regular,2011-09-17T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,85110,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,51,10,10,17,14,0.9366563979,1722,1730,264,Washington,fbs,Pac-12,38,7,10,0,21,0.06334360206,1502,1494,,,,,,,,,,,,,,,,,0
312672751,2011,4,regular,2011-09-24T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,32617,3984,War Memorial Stadium,2751,Wyoming,fbs,Mountain West,14,0,7,0,7,0.2510110929,1434,1404,158,Nebraska,fbs,Big Ten,38,7,7,10,14,0.7489889071,1730,1760,,,,,,,,,,,,,,,,,0
312740275,2011,5,regular,2011-10-02T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,81384,347,Camp Randall Stadium,275,Wisconsin,fbs,Big Ten,48,7,20,14,7,0.9392638774,2002,2056,158,Nebraska,fbs,Big Ten,17,7,7,0,3,0.06073612258,1760,1706,,,,,,,,,,,,,,,,,0
312810158,2011,6,regular,2011-10-09T00:00:00.000Z,FALSE,TRUE,FALSE,TRUE,85426,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,34,3,3,14,14,0.5825533071,1706,1723,194,Ohio State,fbs,Big Ten,27,10,10,7,0,0.4174466929,1825,1808,,,,,,,,,,,,,,,,,0
312950135,2011,8,regular,2011-10-22T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,51000,3953,Huntington Bank Stadium,135,Minnesota,fbs,Big Ten,14,0,0,7,7,0.05697955739,1173,1161,158,Nebraska,fbs,Big Ten,41,10,24,7,0,0.9430204426,1723,1735,,,,,,,,,,,,,,,,,0
313020158,2011,9,regular,2011-10-29T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,85641,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,24,10,0,14,0,0.4719060661,1735,1788,127,Michigan State,fbs,Big Ten,3,0,3,0,0,0.5280939339,1760,1707,,,,,,,,,,,,,,,,,0
313090158,2011,10,regular,2011-11-05T19:30:00.000Z,FALSE,TRUE,FALSE,TRUE,85115,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,25,0,3,7,15,0.8390690453,1788,1761,77,Northwestern,fbs,Big Ten,28,7,0,7,14,0.1609309547,1456,1483,,,,,,,,,,,,,,,,,0
313160213,2011,11,regular,2011-11-12T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,107846,3632,Beaver Stadium,213,Penn State,fbs,Big Ten,14,0,0,7,7,0.5760258077,1626,1629,158,Nebraska,fbs,Big Ten,17,0,10,7,0,0.4239741923,1761,1758,,,,,,,,,,,,,,,,,0
313230130,2011,12,regular,2011-11-19T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,113090,3558,Michigan Stadium,130,Michigan,fbs,Big Ten,45,10,7,14,14,0.9835442795,1777,1848,158,Nebraska,fbs,Big Ten,17,7,3,7,0,0.0164557205,1758,1687,,,,,,,,,,,,,,,,,0
313290158,2011,13,regular,2011-11-25T17:00:00.000Z,FALSE,TRUE,FALSE,TRUE,51000,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,20,0,10,3,7,0.7772950716,1687,1712,2294,Iowa,fbs,Big Ten,7,0,0,0,7,0.2227049284,1681,1656,,,,,,,,,,,,,,,,,0
320022579,2011,17,postseason,2012-01-02T18:00:00.000Z,FALSE,TRUE,TRUE,FALSE,61351,,,2579,South Carolina,fbs,SEC,30,9,7,0,14,0.8673979006,1832,1865,158,Nebraska,fbs,Big Ten,13,13,0,0,0,0.1326020994,1712,1679,,,CAPITAL ONE BOWL,,,,,,,,,,,,,,0
302470158,2010,1,regular,2010-09-04T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,85555,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big 12,49,14,7,14,14,0.9966587475,1782,1816,98,Western Kentucky,fbs,Sun Belt,10,0,0,3,7,0.003341252542,1151,1117,,,,,,,,,,,,,,,,,0
302540158,2010,2,regular,2010-09-11T16:30:00.000Z,FALSE,TRUE,FALSE,FALSE,85732,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big 12,38,3,28,7,0,0.9718893592,1816,1816,70,Idaho,fbs,Western Athletic,17,0,3,7,7,0.02811064077,1291,1291,,,,,,,,,,,,,,,,,0
302610264,2010,3,regular,2010-09-18T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,72876,3765,Husky Stadium,264,Washington,fbs,Pac-10,21,7,7,7,0,0.1886281701,1532,1468,158,Nebraska,fbs,Big 12,56,14,14,21,7,0.8113718299,1816,1880,,,,,,,,,,,,,,,,,0
302680158,2010,4,regular,2010-09-25T23:00:00.000Z,FALSE,TRUE,FALSE,FALSE,85573,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big 12,17,0,14,0,3,0.9085797056,,,2571,South Dakota State,fcs,MVFC,3,0,0,3,0,0.09142029436,,,,,,,,,,,,,,,,,,,0
